Popolazione straniera iscritta in anagrafe per municipio, sesso e cittadinanza;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Roma Capitale;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31-dic-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cittadinanza;Continente Politico;Municipio e sesso;;;;;;;;;;;;;;;;;;;;;Municipio e sesso;;;;;;;;;;;;;;;;;;;;;Municipio e sesso;;;;;;;;;;;;;;;;;;Totale ;;
;;1;;;2;;;3;;;4;;;5;;;6;;;7;;;8;;;9;;;10;;;11;;;12;;;13;;;15;;;16;;;17;;;18;;;19;;;20;;;N.L.;;;;;
;;M;F;TOT;M;F;TOT;M;F;TOT;M;F;TOT;M;F;TOT;M;F;TOT;M;F;TOT;M;F;TOT;M;F;TOT;M;F;TOT;M;F;TOT;M;F;TOT;M;F;TOT;M;F;TOT;M;F;TOT;M;F;TOT;M;F;TOT;M;F;TOT;M;F;TOT;M;F;TOT;M;F;TOT
THAILANDIA;ASIA;5;16;21;9;25;34;1;7;8;1;16;17;6;18;24;3;12;15;0;3;3;1;19;20;1;22;23;3;12;15;2;17;19;2;15;17;17;32;49;0;23;23;0;20;20;1;13;14;8;16;24;2;19;21;5;23;28;10;1;11;77;329;406
KENYA;AFRICA;36;36;72;2;10;12;1;3;4;4;15;19;1;8;9;6;10;16;3;2;5;5;18;23;3;11;14;2;4;6;14;11;25;9;11;20;13;19;32;0;5;5;19;8;27;2;0;2;7;11;18;2;20;22;9;40;49;2;2;4;140;244;384
BURKINA FASO;AFRICA;129;52;181;19;9;28;0;2;2;3;18;21;2;1;3;5;6;11;3;0;3;27;7;34;1;0;1;1;1;2;2;2;4;0;0;0;3;4;7;3;4;7;5;2;7;2;1;3;11;0;11;0;1;1;26;14;40;0;0;0;242;124;366
VIETNAM;ASIA;79;23;102;3;9;12;4;2;6;4;6;10;20;6;26;5;8;13;6;5;11;4;1;5;3;1;4;0;0;0;1;1;2;3;1;4;4;2;6;2;0;2;5;24;29;10;9;19;49;17;66;2;4;6;10;22;32;3;1;4;217;142;359
TOGO;AFRICA;133;40;173;2;4;6;2;4;6;3;5;8;1;2;3;2;1;3;4;4;8;47;13;60;6;1;7;2;5;7;3;0;3;0;4;4;2;3;5;1;4;5;5;2;7;1;3;4;13;6;19;6;8;14;5;2;7;1;1;2;239;112;351
HONDURAS;AMERICA CENT.;6;26;32;7;35;42;0;6;6;7;18;25;1;13;14;4;11;15;3;6;9;8;13;21;3;15;18;4;10;14;7;7;14;1;7;8;2;8;10;2;1;3;5;13;18;3;7;10;4;5;9;5;9;14;3;33;36;0;0;0;75;243;318
SLOVACCHIA;EUROPA COM.;32;10;42;12;16;28;2;13;15;9;12;21;1;6;7;1;9;10;1;3;4;4;12;16;9;7;16;1;14;15;6;11;17;1;4;5;1;13;14;5;5;10;6;13;19;4;7;11;3;16;19;5;20;25;2;14;16;0;0;0;105;205;310
MALI;AFRICA;171;6;177;1;0;1;2;1;3;1;2;3;1;1;2;5;1;6;0;1;1;54;5;59;1;2;3;1;0;1;1;0;1;8;5;13;2;1;3;2;4;6;2;4;6;0;0;0;3;2;5;1;1;2;6;6;12;0;0;0;262;42;304
MALTA;EUROPA COM.;26;27;53;6;0;6;0;2;2;4;27;31;2;6;8;0;4;4;0;1;1;2;1;3;5;24;29;4;0;4;6;3;9;11;19;30;5;13;18;3;3;6;10;9;19;11;5;16;2;20;22;4;17;21;8;4;12;3;2;5;112;187;299
FINLANDIA;EUROPA COM.;26;27;53;4;8;12;0;8;8;2;16;18;0;5;5;2;4;6;0;2;2;1;7;8;5;7;12;1;13;14;7;17;24;6;10;16;7;14;21;0;7;7;6;19;25;1;10;11;2;6;8;1;6;7;10;9;19;1;4;5;82;199;281
SIERRA LEONE;AFRICA;35;13;48;1;0;1;0;0;0;5;5;10;3;4;7;1;1;2;4;0;4;12;14;26;0;0;0;2;0;2;1;6;7;0;1;1;8;12;20;2;2;4;3;3;6;1;0;1;8;9;17;21;23;44;36;40;76;1;1;2;144;134;278
EX CECOSLOVACCHIA;EUROPA COM.;40;10;50;7;17;24;1;3;4;3;8;11;2;4;6;0;1;1;1;5;6;3;4;7;17;3;20;1;6;7;2;2;4;7;7;14;4;12;16;4;9;13;7;10;17;9;4;13;5;8;13;9;12;21;9;13;22;4;4;8;135;142;277
REP.DI SERBIA;EUROPA NON COM.;17;17;34;3;6;9;1;0;1;3;10;13;6;12;18;8;4;12;14;11;25;38;39;77;5;7;12;0;4;4;0;3;3;6;7;13;1;3;4;4;4;8;2;2;4;3;6;9;1;6;7;2;6;8;2;6;8;3;0;3;119;153;272
PARAGUAY;AMERICA SUD;8;27;35;4;15;19;1;2;3;5;10;15;2;9;11;0;2;2;0;3;3;2;3;5;1;9;10;1;3;4;1;4;5;0;6;6;0;9;9;0;3;3;1;7;8;4;4;8;10;20;30;12;33;45;6;27;33;1;2;3;59;198;257
MAURITIUS;AFRICA;13;20;33;2;12;14;1;1;2;4;6;10;1;4;5;4;8;12;4;10;14;17;18;35;1;6;7;5;9;14;1;2;3;0;8;8;5;14;19;1;4;5;3;5;8;1;4;5;1;4;5;7;7;14;11;17;28;2;0;2;84;159;243
NORVEGIA;EUROPA NON COM.;20;25;45;8;10;18;4;1;5;2;7;9;1;2;3;1;4;5;0;3;3;2;3;5;2;5;7;0;3;3;3;3;6;11;7;18;11;11;22;2;2;4;7;13;20;3;2;5;2;2;4;3;3;6;17;18;35;4;8;12;103;132;235
REP. CECA;EUROPA COM.;5;10;15;2;3;5;0;4;4;1;9;10;3;3;6;0;9;9;2;5;7;0;12;12;0;10;10;2;10;12;1;15;16;4;11;15;3;14;17;2;10;12;4;9;13;1;2;3;14;13;27;2;9;11;4;13;17;1;0;1;51;171;222
TANZANIA;AFRICA;32;17;49;2;3;5;0;1;1;3;5;8;0;7;7;0;0;0;0;0;0;1;0;1;9;1;10;1;6;7;4;1;5;2;2;4;7;8;15;0;11;11;26;4;30;3;6;9;16;6;22;6;8;14;12;11;23;0;0;0;124;97;221
NEPAL;ASIA;32;4;36;1;1;2;0;0;0;3;0;3;3;4;7;23;9;32;22;4;26;12;7;19;2;0;2;2;4;6;13;4;17;9;4;13;11;11;22;0;0;0;1;0;1;2;1;3;0;0;0;1;4;5;5;8;13;0;0;0;142;65;207
ANGOLA;AFRICA;23;23;46;1;3;4;0;1;1;0;3;3;1;0;1;6;2;8;2;4;6;4;4;8;4;6;10;1;1;2;7;5;12;1;2;3;5;4;9;0;5;5;11;5;16;0;1;1;20;9;29;13;7;20;11;10;21;1;1;2;111;96;207
NICARAGUA;AMERICA CENT.;2;13;15;5;18;23;1;2;3;6;11;17;0;3;3;0;3;3;0;3;3;6;8;14;1;6;7;0;4;4;0;2;2;3;2;5;3;1;4;2;2;4;7;9;16;0;3;3;8;12;20;16;8;24;11;15;26;0;1;1;71;126;197
BENIN;AFRICA;25;7;32;2;3;5;0;0;0;1;1;2;1;1;2;2;7;9;5;2;7;13;8;21;6;1;7;1;1;2;9;5;14;7;8;15;22;17;39;0;1;1;1;1;2;5;2;7;11;3;14;3;0;3;9;5;14;0;0;0;123;73;196
GUATEMALA;AMERICA CENT.;13;32;45;1;14;15;0;3;3;4;11;15;0;4;4;4;3;7;1;2;3;0;0;0;1;9;10;2;10;12;1;7;8;1;4;5;2;3;5;0;3;3;3;5;8;1;3;4;4;4;8;1;4;5;6;18;24;1;3;4;46;142;188
LITUANIA;EUROPA COM.;12;16;28;0;8;8;0;2;2;2;9;11;0;5;5;1;4;5;2;2;4;2;3;5;21;9;30;0;4;4;1;8;9;0;5;5;1;9;10;0;5;5;1;8;9;1;7;8;2;7;9;0;6;6;2;14;16;0;1;1;48;132;180
UGANDA;AFRICA;45;6;51;2;0;2;0;1;1;1;1;2;2;6;8;1;0;1;5;3;8;2;4;6;0;1;1;0;0;0;11;3;14;4;6;10;0;0;0;1;2;3;4;2;6;1;0;1;20;2;22;5;18;23;2;5;7;0;0;0;106;60;166
URUGUAY;AMERICA SUD;7;7;14;1;2;3;1;1;2;2;6;8;1;2;3;2;0;2;1;2;3;5;4;9;4;6;10;1;4;5;4;6;10;3;2;5;13;4;17;3;1;4;1;0;1;5;0;5;4;3;7;4;5;9;5;10;15;5;0;5;72;65;137
SLOVENIA;EUROPA COM.;15;15;30;2;4;6;0;5;5;5;5;10;0;5;5;0;3;3;0;0;0;3;0;3;1;3;4;5;1;6;3;2;5;1;1;2;2;6;8;2;2;4;0;4;4;5;4;9;3;6;9;1;3;4;0;7;7;0;0;0;48;76;124
GAMBIA;AFRICA;96;0;96;0;0;0;1;0;1;2;0;2;0;0;0;2;0;2;0;1;1;13;0;13;1;0;1;1;0;1;1;2;3;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;1;0;1;121;3;124
RUANDA;AFRICA;22;13;35;0;1;1;1;0;1;3;0;3;1;0;1;1;0;1;2;10;12;1;4;5;3;4;7;1;0;1;2;3;5;5;0;5;3;1;4;1;0;1;3;1;4;1;0;1;16;6;22;2;1;3;2;3;5;0;0;0;70;47;117
BURUNDI;AFRICA;31;8;39;1;0;1;1;5;6;2;0;2;2;0;2;1;0;1;0;0;0;4;3;7;1;0;1;3;2;5;2;0;2;4;2;6;5;1;6;1;1;2;2;1;3;0;1;1;11;7;18;3;3;6;1;1;2;1;0;1;76;35;111
LIBERIA;AFRICA;33;9;42;1;0;1;0;0;0;1;0;1;1;0;1;1;2;3;0;1;1;22;12;34;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;1;1;2;1;1;2;0;0;0;1;0;1;3;0;3;8;6;14;0;2;2;75;34;109
SUD AFRICA;AFRICA;12;4;16;3;9;12;0;2;2;3;2;5;0;2;2;1;0;1;0;1;1;0;1;1;0;2;2;0;0;0;1;0;1;6;3;9;5;2;7;0;1;1;5;4;9;1;0;1;5;3;8;5;8;13;4;11;15;2;1;3;53;56;109
LETTONIA;EUROPA COM.;5;6;11;1;6;7;0;3;3;2;8;10;0;1;1;0;2;2;0;1;1;0;8;8;0;4;4;0;3;3;0;8;8;0;4;4;1;8;9;1;4;5;0;3;3;1;1;2;2;9;11;0;3;3;1;5;6;0;0;0;14;87;101
COSTA RICA;AMERICA CENT.;4;9;13;2;7;9;0;1;1;3;3;6;0;0;0;2;1;3;2;3;5;1;4;5;0;12;12;1;3;4;4;3;7;2;0;2;3;4;7;0;5;5;3;0;3;0;2;2;6;2;8;1;4;5;0;2;2;0;0;0;34;65;99
TERR. DELL'AUTON. PALESTINESE;ASIA;37;8;45;0;0;0;1;0;1;0;2;2;5;0;5;1;1;2;4;2;6;3;5;8;6;5;11;1;0;1;1;0;1;1;0;1;0;0;0;4;1;5;1;1;2;0;0;0;1;0;1;3;1;4;2;1;3;0;0;0;71;27;98
REP. DI SAN MARINO;EUROPA NON COM.;2;1;3;2;2;4;0;1;1;9;4;13;5;0;5;5;2;7;2;1;3;1;2;3;2;2;4;1;2;3;0;1;1;3;2;5;4;2;6;5;3;8;4;7;11;2;0;2;2;1;3;3;3;6;3;2;5;0;0;0;55;38;93
MAURITANIA;AFRICA;61;3;64;1;0;1;0;0;0;0;0;0;0;0;0;2;0;2;5;1;6;4;4;8;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;2;0;2;2;0;2;0;0;0;1;0;1;1;1;2;3;0;3;1;0;1;84;9;93
HAITI;AMERICA CENT.;9;6;15;1;6;7;0;1;1;2;4;6;2;2;4;4;0;4;2;0;2;0;1;1;5;1;6;1;1;2;0;2;2;3;1;4;1;2;3;0;0;0;3;7;10;0;2;2;4;4;8;1;1;2;4;5;9;0;4;4;42;50;92
MYANMAR;ASIA;6;9;15;2;4;6;0;0;0;2;2;4;0;0;0;1;0;1;3;0;3;1;2;3;3;1;4;0;0;0;1;4;5;0;0;0;0;0;0;6;0;6;2;7;9;1;5;6;5;15;20;0;2;2;0;0;0;0;0;0;33;51;84
MONTENEGRO;EUROPA NON COM.;1;4;5;3;3;6;0;1;1;0;0;0;11;6;17;0;0;0;2;2;4;4;3;7;3;3;6;0;4;4;0;2;2;1;2;3;1;3;4;1;3;4;2;2;4;1;1;2;5;6;11;0;1;1;1;1;2;0;0;0;36;47;83
MALAYSIA;ASIA;7;2;9;0;4;4;0;0;0;0;0;0;0;1;1;2;0;2;0;0;0;1;2;3;2;3;5;1;0;1;1;3;4;3;2;5;1;1;2;6;3;9;9;6;15;3;0;3;8;1;9;1;1;2;2;4;6;1;1;2;48;34;82
ARMENIA;ASIA;6;3;9;1;2;3;0;2;2;0;1;1;1;4;5;8;4;12;3;2;5;1;1;2;3;3;6;0;2;2;3;6;9;2;1;3;2;7;9;0;1;1;0;2;2;0;0;0;1;0;1;0;2;2;1;4;5;0;0;0;32;47;79
CIPRO;EUROPA COM.;5;3;8;2;4;6;2;1;3;0;2;2;3;2;5;0;1;1;0;2;2;0;1;1;3;1;4;0;1;1;0;0;0;2;2;4;10;6;16;1;0;1;4;1;5;1;0;1;1;0;1;1;0;1;6;6;12;2;1;3;43;34;77
MOZAMBICO;AFRICA;14;5;19;2;3;5;0;1;1;1;0;1;0;2;2;0;0;0;0;0;0;2;1;3;2;0;2;1;0;1;2;6;8;0;3;3;0;0;0;0;1;1;4;5;9;0;3;3;5;2;7;1;2;3;2;7;9;0;0;0;36;41;77
NUOVA ZELANDA;OCEANIA;8;9;17;3;3;6;0;2;2;1;1;2;0;0;0;1;1;2;0;0;0;0;0;0;1;4;5;0;0;0;1;1;2;2;0;2;3;1;4;1;1;2;7;5;12;0;0;0;4;1;5;1;1;2;3;7;10;1;1;2;37;38;75
NIGER;AFRICA;35;3;38;1;1;2;1;0;1;0;1;1;3;1;4;0;1;1;0;1;1;4;3;7;0;1;1;0;0;0;1;1;2;0;3;3;3;0;3;0;0;0;0;1;1;0;0;0;0;2;2;0;1;1;1;3;4;0;0;0;49;23;72
YEMEN;ASIA;2;2;4;2;1;3;2;0;2;2;1;3;8;7;15;2;1;3;0;0;0;1;0;1;2;0;2;0;0;0;2;1;3;1;0;1;3;4;7;0;0;0;2;1;3;0;0;0;0;1;1;0;0;0;10;12;22;0;1;1;39;32;71
SEYCHELLES;AFRICA;2;4;6;0;7;7;1;1;2;1;2;3;1;1;2;0;1;1;1;1;2;0;5;5;0;0;0;2;2;4;1;3;4;0;1;1;0;3;3;0;3;3;2;4;6;0;0;0;4;5;9;0;7;7;0;4;4;0;0;0;15;54;69
GABON;AFRICA;15;2;17;0;0;0;1;0;1;2;2;4;2;1;3;2;0;2;0;0;0;5;4;9;0;0;0;2;0;2;1;1;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2;0;2;5;0;5;11;7;18;1;0;1;49;18;67
ARABIA SAUDITA;ASIA;0;1;1;10;13;23;0;0;0;2;0;2;0;0;0;1;0;1;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;3;5;8;4;4;8;0;0;0;0;1;1;0;0;0;2;0;2;1;0;1;6;5;11;1;0;1;32;29;61
KAZAKHSTAN;ASIA;2;4;6;0;2;2;0;3;3;1;5;6;2;3;5;0;0;0;1;1;2;0;7;7;0;1;1;1;3;4;0;1;1;0;1;1;1;7;8;0;1;1;1;3;4;0;1;1;0;2;2;0;4;4;0;2;2;0;0;0;9;51;60
ZAMBIA;AFRICA;6;1;7;1;0;1;0;1;1;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;7;0;7;1;1;2;0;3;3;2;6;8;1;2;3;1;3;4;1;6;7;1;0;1;0;3;3;5;3;8;27;33;60
PANAMA;AMERICA CENT.;2;2;4;1;4;5;0;1;1;2;1;3;2;0;2;1;1;2;0;0;0;0;1;1;2;2;4;0;8;8;0;0;0;1;1;2;0;0;0;0;1;1;0;1;1;0;0;0;3;2;5;5;4;9;4;2;6;2;2;4;25;33;58
REP. CENTRAFRICANA;AFRICA;3;4;7;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;2;1;3;3;0;3;0;0;0;5;2;7;1;0;1;0;1;1;0;0;0;11;7;18;7;2;9;3;4;7;0;0;0;36;22;58
KIRGHIZISTAN;ASIA;2;8;10;0;1;1;0;0;0;3;4;7;0;0;0;0;2;2;0;3;3;2;4;6;1;3;4;0;2;2;0;0;0;0;0;0;1;3;4;0;1;1;0;0;0;0;4;4;0;5;5;1;2;3;1;4;5;0;0;0;11;46;57
ZIMBABWE;AFRICA;5;4;9;1;1;2;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;2;2;0;2;2;0;2;2;0;0;0;2;2;4;4;3;7;1;0;1;0;2;2;0;0;0;5;2;7;1;3;4;2;7;9;1;0;1;22;32;54
SINGAPORE;ASIA;3;2;5;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;3;2;3;5;1;3;4;3;2;5;0;0;0;0;2;2;1;1;2;0;2;2;0;12;12;2;2;4;1;0;1;14;34;48
UZBEKISTAN;ASIA;0;2;2;0;1;1;0;1;1;3;2;5;0;0;0;1;2;3;0;0;0;3;4;7;0;2;2;0;0;0;0;2;2;0;1;1;2;5;7;1;2;3;0;1;1;0;2;2;3;2;5;0;0;0;1;4;5;0;0;0;14;33;47
TAIWAN;ASIA;2;3;5;4;7;11;0;0;0;0;0;0;4;4;8;2;2;4;0;0;0;0;0;0;0;3;3;0;0;0;1;2;3;0;1;1;0;0;0;0;1;1;1;2;3;0;0;0;3;1;4;0;0;0;0;2;2;1;0;1;18;28;46
LUSSEMBURGO;EUROPA COM.;2;1;3;1;3;4;3;0;3;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;2;1;3;0;0;0;0;1;1;1;3;4;0;2;2;1;0;1;0;0;0;1;1;2;4;1;5;0;2;2;3;3;6;0;0;0;19;20;39
KUWAIT;ASIA;7;6;13;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;3;2;2;4;2;2;4;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;6;4;10;0;0;0;21;17;38
CIAD;AFRICA;20;1;21;1;0;1;1;0;1;0;0;0;2;0;2;0;0;0;0;0;0;2;0;2;1;0;1;0;0;0;2;4;6;2;0;2;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;6;38
AZERBAIGIAN;ASIA;3;3;6;3;1;4;0;0;0;2;0;2;0;0;0;1;0;1;0;0;0;2;4;6;4;3;7;0;0;0;2;0;2;0;1;1;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;1;3;4;0;0;0;0;0;0;19;16;35
ESTONIA;EUROPA COM.;1;1;2;0;0;0;0;1;1;1;0;1;0;2;2;0;1;1;0;1;1;0;2;2;0;3;3;0;0;0;2;4;6;0;1;1;0;3;3;0;3;3;0;1;1;0;0;0;0;1;1;0;6;6;0;1;1;0;0;0;4;31;35
EX SERBIA E MONTENEGRO;EUROPA NON COM.;2;0;2;0;1;1;0;0;0;0;0;0;0;2;2;0;2;2;0;1;1;4;4;8;0;0;0;1;0;1;1;0;1;0;1;1;0;1;1;2;2;4;0;1;1;0;0;0;0;0;0;0;2;2;2;1;3;0;0;0;12;18;30
GUINEA BISSAU;AFRICA;12;1;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;0;0;1;0;1;1;2;3;0;2;2;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;20;5;25
MALAWI;AFRICA;3;0;3;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;5;4;9;0;0;0;1;0;1;0;0;0;0;0;0;2;0;2;0;2;2;1;2;3;0;0;0;14;10;24
ISLANDA;EUROPA NON COM.;1;0;1;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;1;1;2;0;1;1;1;1;2;1;0;1;3;5;8;0;1;1;0;2;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;8;14;22
TRINIDAD E TOBAGO;AMERICA SUD;1;0;1;0;2;2;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;1;1;1;1;2;0;0;0;0;0;0;0;0;0;1;1;2;0;2;2;2;2;4;0;0;0;0;0;0;0;1;1;1;2;3;0;0;0;6;14;20
GIAMAICA;AMERICA CENT.;0;0;0;1;1;2;0;0;0;0;1;1;0;1;1;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;3;4;0;3;3;0;1;1;0;0;0;1;1;2;0;0;0;1;0;1;0;1;1;0;0;0;5;13;18
SAMOA;OCEANIA;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;3;0;2;2;2;2;4;4;0;4;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;9;7;16
CAMBOGIA;ASIA;3;3;6;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;2;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;4;9;13
STATO CITTA' DEL VATICANO;EUROPA NON COM.;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;8;1;0;1;0;0;0;0;0;0;0;0;0;12;0;12
LESOTHO;AFRICA;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;5;4;9;0;0;0;7;5;12
SAO TOME' E PRINCIPE;AFRICA;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;2;3;0;2;2;0;0;0;0;0;0;4;7;11
MONGOLIA;ASIA;0;0;0;0;2;2;0;1;1;0;1;1;0;0;0;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;8
TIMOR ORIENTALE;ASIA;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;2;6;8
GUINEA EQUATORIALE;AFRICA;3;0;3;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;6;2;8
DOMINICA;AMERICA CENT.;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;2;3;5
GUYANA;AMERICA SUD;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;4
ISOLE MARSHALL;OCEANIA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;4;0;0;0;1;3;4
BOTSWANA;AFRICA;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4
REP. DEL SUD SUDAN;AFRICA;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;3;1;4
LAOS;ASIA;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;3;3
LIECHTENSTEIN;EUROPA NON COM.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3
NAMIBIA;AFRICA;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3
BAHAMAS;AMERICA CENT.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
BARBADOS;AMERICA CENT.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;2
SANTA LUCIA;AMERICA CENT.;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2;2
BHUTAN;ASIA;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2
EMIRATI ARABI UNITI;ASIA;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2;2
MALDIVE;ASIA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2
FIGI;OCEANIA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;2
